state,State,goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,category_name,parent_category,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,,
failed,0,15000,3356,37,2592000,2592001,FALSE,FALSE,"food/drinks""",food,3356.0,74,2,17,7,1463170567,1473367937,1470775937,1,1,1473367938,1912: Just Can It,US,Let the canning begin! Crowlers in the taproom and small scale packaging!!,"{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
successful,1,2000,2209.5,30,5184000,5184000,TRUE,FALSE,"music""",music,2209.5,97,1,42,8,1553867677,1560271822,1555087822,1,1,1560271822,"Debut EP ""Just Maybe"", by Tristan McCoppin",US,"Great musicians and an amazing producer which will lead to an amazing product, done very cheaply.","{""id"":14,""name"":""Music"",""slug"":""music"",""position"":11,""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music""}}}",,
failed,0,5000,272,18,2592000,2592000,FALSE,FALSE,"fashion/ready-to-wear""",fashion,335.54770272,128,8,46,9,1478634269,1482407614,1479815614,1.29135567,1.23363126,1482407614,Launching MATT GYDE a genderfree fashion brand,GB,MATT GYDE is a fashion brand that removes gender labelling allowing you to enjoy fashion without the stigmas attached to gender.,"{""id"":269,""name"":""Ready-to-wear"",""slug"":""fashion/ready-to-wear"",""position"":8,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/ready-to-wear""}}}",,
failed,0,120000,500,1,5073293,5073294,FALSE,FALSE,"journalism/print""",journalism,23.373635,124,1,35,5,1483204524,1489252500,1484179207,0.0473825,0.04674727,1489252501,Descubre San Cristóbal de Las Casas,MX,"Nuestra principal idea es dar a conocer un hermoso pueblo mágico, ¿cómo lo haremos? con tu ayuda y la de los patrocinadores.","{""id"":359,""name"":""Print"",""slug"":""journalism/print"",""position"":3,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/print""}}}",,
failed,0,4000,201,2,3081373,3081386,FALSE,FALSE,"fashion/ready-to-wear""",fashion,201.0,135,4,17,4,1422206085,1425315600,1422234227,1,1,1425315613,One Step T-Shirts,US,One Step is bigger than just some t-shirts. It's about improvement and the journey to achieving that improvement. Most of all its love.,"{""id"":269,""name"":""Ready-to-wear"",""slug"":""fashion/ready-to-wear"",""position"":8,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/ready-to-wear""}}}",,
successful,1,1500,3694,41,2592000,2592000,TRUE,TRUE,"dance""",dance,3694.0,129,3,43,6,1424976826,1428602091,1426010091,1,1,1428602091,Gelsey Kirkland Ballet Presents Don Quixote,US,"Help us continue to produce the next generation of great ballet dancers by supporting our newest full length ballet, Don Quixote.","{""id"":6,""name"":""Dance"",""slug"":""dance"",""position"":4,""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance""}}}",,
successful,1,15000,17305.5,140,2592000,2592001,TRUE,FALSE,"music/faith""",music,17305.5,83,1,43,6,1558728315,1565880796,1563288796,1,1,1565880797,Outside Worship — album and O.W.L.S. launch,US,"Songs for worship, and a big dream for a worship leading and songwriting community.","{""id"":318,""name"":""Faith"",""slug"":""music/faith"",""position"":7,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/faith""}}}",,
successful,1,8500,21714,62,2315918,2315918,TRUE,TRUE,"art/painting""",art,2943.97348014,135,2,17,3,1414984762,1417669860,1415353942,0.1129236,0.13557951,1417669860,Din Nästa Mardröm,SE,"En bilderbok med illustrationer från din nästa mardröm. Akvareller som skaver och gör att du vaknar mitt i natten, skrikande av skräck.","{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}",,
failed,0,3000,0,0,2592000,2592001,FALSE,FALSE,"journalism/web""",journalism,0.0,134,2,56,3,1492118572,1502229024,1499637024,1,1,1502229025,"Being American: Your voice, your experience, your vision",US,"This project will provide a space for people to creatively express their view of being American through art, stories, multimedia, etc.","{""id"":361,""name"":""Web"",""slug"":""journalism/web"",""position"":5,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/web""}}}",,
failed,0,1000,0,0,2592000,2592000,FALSE,FALSE,"fashion/ready-to-wear""",fashion,0.0,130,6,21,8,1437907196,1441487411,1438895411,1.29135567,1.55360078,1441487411,Natasha Rudkin AW2015,GB,"Natasha Rudkin is an emerging independent womenswear brand, getting ready to launch our Autumn/Winter15 collection. #fashiondesign","{""id"":269,""name"":""Ready-to-wear"",""slug"":""fashion/ready-to-wear"",""position"":8,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/ready-to-wear""}}}",,
failed,0,111,1,1,2215822,2215822,FALSE,FALSE,"art/painting""",art,1.0,135,4,40,7,1462571006,1465102800,1462886978,1,1,1465102800,The Naomi Ruth Coloring Book Artist Fund,US,"Now, I only do art in coloring books. I want to do more. Help me with a donation as small as one dollar, pound, or one hundred dollars.","{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}",,
failed,0,75000,0,0,2592000,2592002,FALSE,FALSE,"food/food trucks""",food,0.0,128,3,28,5,1427220566,1429911366,1427319366,0.1129236,0.11715429,1429911368,Tromsø Fresh Fish Taco Truck,SE,"Have you ever dreamed of enjoying a fresh fish taco during a trip to Tromso? Within the next month, it may(read. will) be a fact","{""id"":311,""name"":""Food Trucks"",""slug"":""food/food trucks"",""position"":8,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/food%20trucks""}}}",,
successful,1,500,578,15,3888000,3888000,TRUE,FALSE,"technology/robots""",technology,578.0,120,3,43,14,1358200682,1362283993,1358395993,1,1,1362283993,Inconceivable (FRC 2530): Build Season 2013,US,High School students build fully functional robots in 6 weeks to compete and spark interest for science and engineering.,"{""id"":338,""name"":""Robots"",""slug"":""technology/robots"",""position"":10,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/robots""}}}",,
successful,1,25000,25589,176,2592000,2592001,TRUE,FALSE,"food/drinks""",food,25589.0,131,5,19,3,1446506328,1460818867,1458226867,1,1,1460818868,Grail Point Brewery,US,"Grail Point Brewery is a DC area, small batch craft brewery that needs fellow brew believers to join us on our noble ale adventure.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
canceled,0,20000,1,1,2592000,12182,FALSE,FALSE,"food/food trucks""",food,1.0,48,1,48,5,1530147331,1533771720,1531179720,1,1,1531191902,G.O.A.T sports bar food truck project (Canceled),US,Building a food truck to showcase great bar food,"{""id"":311,""name"":""Food Trucks"",""slug"":""food/food trucks"",""position"":8,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/food%20trucks""}}}",,
successful,1,1,1.29,1,5187600,5187601,TRUE,FALSE,"technology/robots""",technology,0.973678971,48,0,27,0,1567571195,1575256466,1570068866,0.75574365,0.7547899,1575256467,"aleaf, and a drop of beauty",CA,"a laundry machine that washes, dries, and folds.","{""id"":338,""name"":""Robots"",""slug"":""technology/robots"",""position"":10,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/robots""}}}",,
successful,1,1000,7349.32,100,2592000,2592000,TRUE,FALSE,"design/product design""",design,5044.9141829548,129,6,59,9,1577063781,1582339566,1579747566,0.72636675,0.68644639,1582339566,🌱Zero Maintenance Plant 💧Aqua Terrarium 🌳DIY Aquascape ⛰,AU,DIY home decor inspired by the Japanese art of Aquascaping \\\\ Water plants you can't drown for those with plant killing habits.,"{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}",,
successful,1,77500,623567,260,2592000,2592001,TRUE,FALSE,"design/product design""",design,80456.156200560000,85,1,60,19,1592530930,1596027605,1593435605,0.1290281,0.12902568,1596027606,OLTO-8 INFINITY-Exclusive Design Watch for The Up-and-Coming,HK,The innovative mechanical watch with a sleek design for the young and success-driven!,"{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}",,
successful,1,35000,35249,121,2588400,2588403,TRUE,FALSE,"journalism/web""",journalism,35249.0,132,1,54,1,1422503569,1426315892,1423727492,1,1,1426315895,Experience the cultures of the world in homes near you,US,"Immigrant neighbors will serve as ambassadors of their own stories, told in their own homes to paying guests over home-cooked meals.","{""id"":361,""name"":""Web"",""slug"":""journalism/web"",""position"":5,""parent_id"":13,""parent_name"":""Journalism"",""color"":1228010,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/journalism/web""}}}",,
successful,1,9500,30381,574,2728706,2728706,TRUE,TRUE,"art/painting""",art,30381.0,128,2,60,10,1473295457,1478307600,1475578894,1,1,1478307600,"BIG SCHOOL: Huge, maniacal drawing for print & coloring book",US,"Art print and coloring book of a massive 6-foot-wide hand-drawn school loaded with clever gags, secret surprises and pink donuts","{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}",,
successful,1,795,931,26,3963812,3964128,TRUE,FALSE,"art/painting""",art,931.0,136,5,79,10,1277576301,1281917400,1277953588,1,1,1281917716,"The Way Place - a Refuge of Light, Color and Shade for Travelers at Burning Man",US,"The Way Place - a refuge of light, color and shade on the desert for Metropolitan travelers as the wend their way across the deep Playa.","{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}",,
successful,1,2500,2500,14,7606551,7606640,TRUE,FALSE,"art/painting""",art,2500.0,150,8,80,6,1267019712,1274720340,1267113789,1,1,1274720429,"""When Land Meets the Sea"" - a book of paintings by Cathy Harville, nature artist",US,"Cathy Harville is writing a book that features her paintings, called  “When Land Meets the Sea"" –a pictorial story of our East Coast tidal ecosystems.","{""id"":23,""name"":""Painting"",""slug"":""art/painting"",""position"":7,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/painting""}}}",,
successful,1,500,2555,121,838377,838377,TRUE,FALSE,"design""",design,2555.0,134,5,56,6,1597687697,1598684400,1597846023,1.376715,1,1598684400,Show some <3 to your Postal Workers with a Mailbox Badge,US,Show some love to your favorite United States Postal Workers by attaching this plastic/wood heart badge to your mailbox or front door.,"{""id"":7,""name"":""Design"",""slug"":""design"",""position"":5,""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design""}}}",,
successful,1,2000,2401,86,2592000,2592046,TRUE,FALSE,"food/drinks""",food,2401.0,135,12,45,6,1407547190,1413245666,1410653666,1,1,1413245712,The High Country Roasters Kickstarter Project,US,"New coffee roaster costs $4000.  If 200 friends pledge $10, we'll pay the rest. We'll send you a lb of great free-trade organic coffee.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
failed,0,7000,30,2,2592000,2592000,FALSE,FALSE,"film & video/horror""",film & video,30.0,132,2,11,2,1406428232,1412020153,1409428153,1,1,1412020153,Pussy Kills,US,Pussy Kills is a web series about a college girl that goes postal after a traumatic life event and starts killing those responsible.,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",,
canceled,0,50000,1100,2,3744433,37534,FALSE,FALSE,"technology/robots""",technology,1100.0,135,10,60,6,1421996642,1427278380,1423533947,1,1,1423571481,Education & Home ( Artificial Intelligent Robot Character  ),US,"I am developing a Robot & Software. ""Alpha"" interacts with family while learning & retaining personal experience like Apple Inc's SIRI.","{""id"":338,""name"":""Robots"",""slug"":""technology/robots"",""position"":10,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/robots""}}}",,
failed,0,50000,5537,15,2595600,2595600,FALSE,FALSE,"food/drinks""",food,5537.0,116,4,15,2,1554222264,1574452910,1571857310,1,1,1574452910,Band of Bohemia,US,We will be creating a space to allow beer drinkers to socialize within the dimensions of a Michelin Starred Brewpub.,"{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
successful,1,500,1411,83,3888000,3888000,TRUE,FALSE,"music/comedy""",music,1411.0,44,5,20,4,1567877377,1572027120,1568139120,1,1,1572027120,Swing For The Fences,US,My debut comedy album “Swing For The Fences”,"{""id"":386,""name"":""Comedy"",""slug"":""music/comedy"",""position"":4,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/comedy""}}}",,
failed,0,600000,6250,12,2592000,2592002,FALSE,FALSE,"food/drinks""",food,687.24925,133,4,14,4,1476346172,1481707091,1479115091,0.1129236,0.10995988,1481707093,UV Water Pouch,SE,Low cost pouch with instructions. People still die from bad water. Did you know that a day of sunlight kill most bacteria? Most don't,"{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}",,
